id	svc	status	mangled	demangled	file	line	report
DNF-DBM-DIFF-0011	dbm	DIFF	_ZN10CDBManager16OnLoadGuildBoardEiRiP18STGuildBoardDBInfo	CDBManager::OnLoadGuildBoard(int, int&, STGuildBoardDBInfo*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5467	function_reports/dbmw/_ZN10CDBManager16OnLoadGuildBoardEiRiP18STGuildBoardDBInfo.md
DNF-DBM-DIFF-0012	dbm	DIFF	_ZN10CDBManager16QueryGuildCreateEP32Packet_DBMW_Request_Guild_CreateRjS2_	CDBManager::QueryGuildCreate(Packet_DBMW_Request_Guild_Create*, unsigned int&, unsigned int&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4320	function_reports/dbmw/_ZN10CDBManager16QueryGuildCreateEP32Packet_DBMW_Request_Guild_CreateRjS2_.md
DNF-DBM-DIFF-0013	dbm	DIFF	_ZN10CDBManager16SaveMemberInsertEjjh	CDBManager::SaveMemberInsert(unsigned int, unsigned int, unsigned char)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2980	function_reports/dbmw/_ZN10CDBManager16SaveMemberInsertEjjh.md
DNF-DBM-DIFF-0014	dbm	DIFF	_ZN10CDBManager17OnWriteGuildBoardEP40Packet_DB_Load_Request_Guild_Board_WriteP18STGuildBoardDBInfo	CDBManager::OnWriteGuildBoard(Packet_DB_Load_Request_Guild_Board_Write*, STGuildBoardDBInfo*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	537	function_reports/dbmw/_ZN10CDBManager17OnWriteGuildBoardEP40Packet_DB_Load_Request_Guild_Board_WriteP18STGuildBoardDBInfo.md
DNF-DBM-NEAR-0005	dbm	NEAR	_ZN10CDBManager17QueryHWspecCreateEP38Packet_DBMW_Save_Client_Spec_Statistic	CDBManager::QueryHWspecCreate(Packet_DBMW_Save_Client_Spec_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5279	function_reports/dbmw/_ZN10CDBManager17QueryHWspecCreateEP38Packet_DBMW_Save_Client_Spec_Statistic.md
DNF-DBM-DIFF-0015	dbm	DIFF	_ZN10CDBManager17QueryReloadSpecDbEP38Packet_Frame_Lag_Statistic_Reload_SpecP17CStatisticsServer	CDBManager::QueryReloadSpecDb(Packet_Frame_Lag_Statistic_Reload_Spec*, CStatisticsServer*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4971	function_reports/dbmw/_ZN10CDBManager17QueryReloadSpecDbEP38Packet_Frame_Lag_Statistic_Reload_SpecP17CStatisticsServer.md
DNF-DBM-NEAR-0006	dbm	NEAR	_ZN10CDBManager18GetCoinEventPerDayEiiRiS0_	CDBManager::GetCoinEventPerDay(int, int, int&, int&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6653	function_reports/dbmw/_ZN10CDBManager18GetCoinEventPerDayEiiRiS0_.md
DNF-DBM-DIFF-0016	dbm	DIFF	_ZN10CDBManager18selectCollectItemsEhRiS0_RjRh	CDBManager::selectCollectItems(unsigned char, int&, int&, unsigned int&, unsigned char&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5513	function_reports/dbmw/_ZN10CDBManager18selectCollectItemsEhRiS0_RjRh.md
DNF-DBM-DIFF-0017	dbm	DIFF	_ZN10CDBManager18updateCollectItemsEhijh	CDBManager::updateCollectItems(unsigned char, int, unsigned int, unsigned char)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1829	function_reports/dbmw/_ZN10CDBManager18updateCollectItemsEhijh.md
DNF-DBM-DIFF-0018	dbm	DIFF	_ZN10CDBManager19GuildMasterDelegateEijjjjPc	CDBManager::GuildMasterDelegate(int, unsigned int, unsigned int, unsigned int, unsigned int, char*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	438	function_reports/dbmw/_ZN10CDBManager19GuildMasterDelegateEijjjjPc.md
DNF-DBM-DIFF-0019	dbm	DIFF	_ZN10CDBManager19QueryCharacNoByNameEPcRjPi	CDBManager::QueryCharacNoByName(char*, unsigned int&, int*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6703	function_reports/dbmw/_ZN10CDBManager19QueryCharacNoByNameEPcRjPi.md
DNF-DBM-DIFF-0020	dbm	DIFF	_ZN10CDBManager19QuerySubGuildMasterEhjR27Packet_DB_Reply_Query_Guild	CDBManager::QuerySubGuildMaster(unsigned char, unsigned int, Packet_DB_Reply_Query_Guild&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6511	function_reports/dbmw/_ZN10CDBManager19QuerySubGuildMasterEhjR27Packet_DB_Reply_Query_Guild.md
DNF-DBM-DIFF-0021	dbm	DIFF	_ZN10CDBManager19RegisterToBlackListEjjPc	CDBManager::RegisterToBlackList(unsigned int, unsigned int, char*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3947	function_reports/dbmw/_ZN10CDBManager19RegisterToBlackListEjjPc.md
DNF-DBM-DIFF-0022	dbm	DIFF	_ZN10CDBManager19SendGuildCoinByMailEijjjiPcS0_	CDBManager::SendGuildCoinByMail(int, unsigned int, unsigned int, unsigned int, int, char*, char*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6394	function_reports/dbmw/_ZN10CDBManager19SendGuildCoinByMailEijjjiPcS0_.md
DNF-DBM-DIFF-0023	dbm	DIFF	_ZN10CDBManager20OnSaveFatigueBatteryEP43Packet_DBMW_Fatigue_Battery_Money_Statistic	CDBManager::OnSaveFatigueBattery(Packet_DBMW_Fatigue_Battery_Money_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2169	function_reports/dbmw/_ZN10CDBManager20OnSaveFatigueBatteryEP43Packet_DBMW_Fatigue_Battery_Money_Statistic.md
DNF-DBM-DIFF-0024	dbm	DIFF	_ZN10CDBManager20QueryFirstLoadSpecDbEP36Packet_Frame_Lag_Statistic_Load_SpecP17CStatisticsServer	CDBManager::QueryFirstLoadSpecDb(Packet_Frame_Lag_Statistic_Load_Spec*, CStatisticsServer*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5153	function_reports/dbmw/_ZN10CDBManager20QueryFirstLoadSpecDbEP36Packet_Frame_Lag_Statistic_Load_SpecP17CStatisticsServer.md
DNF-DBM-DIFF-0025	dbm	DIFF	_ZN10CDBManager20updateCollectItemsGmEhiij	CDBManager::updateCollectItemsGm(unsigned char, int, int, unsigned int)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1873	function_reports/dbmw/_ZN10CDBManager20updateCollectItemsGmEhiij.md
DNF-DBM-DIFF-0026	dbm	DIFF	_ZN10CDBManager21AwardGuildTitleByMailEijjPcj	CDBManager::AwardGuildTitleByMail(int, unsigned int, unsigned int, char*, unsigned int)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3894	function_reports/dbmw/_ZN10CDBManager21AwardGuildTitleByMailEijjPcj.md
DNF-DBM-DIFF-0027	dbm	DIFF	_ZN10CDBManager21OnLoadPeriodicMessageEP28Packet_Load_Periodic_MessageP38Packet_Result_Loading_Periodic_Message	CDBManager::OnLoadPeriodicMessage(Packet_Load_Periodic_Message*, Packet_Result_Loading_Periodic_Message*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1047	function_reports/dbmw/_ZN10CDBManager21OnLoadPeriodicMessageEP28Packet_Load_Periodic_MessageP38Packet_Result_Loading_Periodic_Message.md
DNF-DBM-DIFF-0028	dbm	DIFF	_ZN10CDBManager21OnSecretShopStatisticEP28Packet_Secret_Shop_Statistic	CDBManager::OnSecretShopStatistic(Packet_Secret_Shop_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6812	function_reports/dbmw/_ZN10CDBManager21OnSecretShopStatisticEP28Packet_Secret_Shop_Statistic.md
DNF-DBM-DIFF-0029	dbm	DIFF	_ZN10CDBManager21QueryGuildMemberProxyEjjR18STGuildMemberProxy	CDBManager::QueryGuildMemberProxy(unsigned int, unsigned int, STGuildMemberProxy&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2744	function_reports/dbmw/_ZN10CDBManager21QueryGuildMemberProxyEjjR18STGuildMemberProxy.md
DNF-DBM-DIFF-0030	dbm	DIFF	_ZN10CDBManager21QueryTodayGuildMemberEjR31Packet_Reply_Today_Guild_Member	CDBManager::QueryTodayGuildMember(unsigned int, Packet_Reply_Today_Guild_Member&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5226	function_reports/dbmw/_ZN10CDBManager21QueryTodayGuildMemberEjR31Packet_Reply_Today_Guild_Member.md
DNF-DBM-DIFF-0031	dbm	DIFF	_ZN10CDBManager21SaveGuildWarPointListEiPjS0_	CDBManager::SaveGuildWarPointList(int, unsigned int*, unsigned int*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	866	function_reports/dbmw/_ZN10CDBManager21SaveGuildWarPointListEiPjS0_.md
DNF-DBM-DIFF-0032	dbm	DIFF	_ZN10CDBManager21insertServerGameEventEP31Packet_StartGameEventFromServer	CDBManager::insertServerGameEvent(Packet_StartGameEventFromServer*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1283	function_reports/dbmw/_ZN10CDBManager21insertServerGameEventEP31Packet_StartGameEventFromServer.md
DNF-DBM-NEAR-0007	dbm	NEAR	_ZN10CDBManager22OnSavePowerWarUserRankEP34Packet_DB_Save_Power_War_User_Rank	CDBManager::OnSavePowerWarUserRank(Packet_DB_Save_Power_War_User_Rank*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1156	function_reports/dbmw/_ZN10CDBManager22OnSavePowerWarUserRankEP34Packet_DB_Save_Power_War_User_Rank.md
DNF-DBM-DIFF-0033	dbm	DIFF	_ZN10CDBManager22OnStatisticLoginLogoutEP34Packet_DBMW_Statistic_Login_Logout	CDBManager::OnStatisticLoginLogout(Packet_DBMW_Statistic_Login_Logout*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4916	function_reports/dbmw/_ZN10CDBManager22OnStatisticLoginLogoutEP34Packet_DBMW_Statistic_Login_Logout.md
DNF-DBM-DIFF-0034	dbm	DIFF	_ZN10CDBManager22OnWriteGuildMemberMemoEP33Packet_DB_Write_Guild_Member_Memo	CDBManager::OnWriteGuildMemberMemo(Packet_DB_Write_Guild_Member_Memo*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2055	function_reports/dbmw/_ZN10CDBManager22OnWriteGuildMemberMemoEP33Packet_DB_Write_Guild_Member_Memo.md
DNF-DBM-DIFF-0035	dbm	DIFF	_ZN10CDBManager23OnLoadGuildCargoHistoryEjR37Packet_Guild_Load_Guild_Cargo_History	CDBManager::OnLoadGuildCargoHistory(unsigned int, Packet_Guild_Load_Guild_Cargo_History&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5356	function_reports/dbmw/_ZN10CDBManager23OnLoadGuildCargoHistoryEjR37Packet_Guild_Load_Guild_Cargo_History.md
DNF-DBM-DIFF-0036	dbm	DIFF	_ZN10CDBManager23OnSaveLoadingTimeReportEP31Packet_DBMW_Loading_Time_Report	CDBManager::OnSaveLoadingTimeReport(Packet_DBMW_Loading_Time_Report*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2147	function_reports/dbmw/_ZN10CDBManager23OnSaveLoadingTimeReportEP31Packet_DBMW_Loading_Time_Report.md
DNF-DBM-NEAR-0008	dbm	NEAR	_ZN10CDBManager23OnSavePowerWarGuildRankEP35Packet_DB_Save_Power_War_Guild_Rank	CDBManager::OnSavePowerWarGuildRank(Packet_DB_Save_Power_War_Guild_Rank*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1199	function_reports/dbmw/_ZN10CDBManager23OnSavePowerWarGuildRankEP35Packet_DB_Save_Power_War_Guild_Rank.md
DNF-DBM-DIFF-0037	dbm	DIFF	_ZN10CDBManager23loadLimitNpcBuyItemInfoEP26LimitNpcBuyItemRequestInfoP25LimitNpcBuyItemResultInfo	CDBManager::loadLimitNpcBuyItemInfo(LimitNpcBuyItemRequestInfo*, LimitNpcBuyItemResultInfo*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6853	function_reports/dbmw/_ZN10CDBManager23loadLimitNpcBuyItemInfoEP26LimitNpcBuyItemRequestInfoP25LimitNpcBuyItemResultInfo.md
DNF-DBM-DIFF-0038	dbm	DIFF	_ZN10CDBManager24ChangeGuildNotifyMessageEijPc	CDBManager::ChangeGuildNotifyMessage(int, unsigned int, char*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	7028	function_reports/dbmw/_ZN10CDBManager24ChangeGuildNotifyMessageEijPc.md
DNF-DBM-DIFF-0039	dbm	DIFF	_ZN10CDBManager24InsertFrameLagStatisticsEP42Packet_Frame_Lag_Statistic_Write_Lag_IndexP17CStatisticsServer	CDBManager::InsertFrameLagStatistics(Packet_Frame_Lag_Statistic_Write_Lag_Index*, CStatisticsServer*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5062	function_reports/dbmw/_ZN10CDBManager24InsertFrameLagStatisticsEP42Packet_Frame_Lag_Statistic_Write_Lag_IndexP17CStatisticsServer.md
DNF-DBM-DIFF-0040	dbm	DIFF	_ZN10CDBManager24OnGoldcardEventStatisticEP35Packet_Goldcard_Event_Statistic_STD	CDBManager::OnGoldcardEventStatistic(Packet_Goldcard_Event_Statistic_STD*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1465	function_reports/dbmw/_ZN10CDBManager24OnGoldcardEventStatisticEP35Packet_Goldcard_Event_Statistic_STD.md
DNF-DBM-DIFF-0041	dbm	DIFF	_ZN10CDBManager24OnGuildJoinByListApproveEjcjjR15STGuildJoinInfoRj	CDBManager::OnGuildJoinByListApprove(unsigned int, char, unsigned int, unsigned int, STGuildJoinInfo&, unsigned int&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3131	function_reports/dbmw/_ZN10CDBManager24OnGuildJoinByListApproveEjcjjR15STGuildJoinInfoRj.md
DNF-DBM-NEAR-0009	dbm	NEAR	_ZN10CDBManager24OnManagerEventTriggerAckEP32Packet_Manager_Event_Trigger_Ack	CDBManager::OnManagerEventTriggerAck(Packet_Manager_Event_Trigger_Ack*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2113	function_reports/dbmw/_ZN10CDBManager24OnManagerEventTriggerAckEP32Packet_Manager_Event_Trigger_Ack.md
DNF-DBM-DIFF-0042	dbm	DIFF	_ZN10CDBManager24OnSavePowerWarBonusPointEP36Packet_DB_Save_Power_War_Bonus_Point	CDBManager::OnSavePowerWarBonusPoint(Packet_DB_Save_Power_War_Bonus_Point*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	893	function_reports/dbmw/_ZN10CDBManager24OnSavePowerWarBonusPointEP36Packet_DB_Save_Power_War_Bonus_Point.md
DNF-DBM-DIFF-0043	dbm	DIFF	_ZN10CDBManager24QueryCubeStatisticCreateEP26Packet_DBMW_Cube_Statistic	CDBManager::QueryCubeStatisticCreate(Packet_DBMW_Cube_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5689	function_reports/dbmw/_ZN10CDBManager24QueryCubeStatisticCreateEP26Packet_DBMW_Cube_Statistic.md
DNF-DBM-DIFF-0044	dbm	DIFF	_ZN10CDBManager24QueryUpdateChannelOccNumEP27Packet_User_Count_Statistic	CDBManager::QueryUpdateChannelOccNum(Packet_User_Count_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1502	function_reports/dbmw/_ZN10CDBManager24QueryUpdateChannelOccNumEP27Packet_User_Count_Statistic.md
DNF-DBM-DIFF-0045	dbm	DIFF	_ZN10CDBManager24SaveUnchangableGuildInfoEP33Packet_UnChangable_GuildInfo_Save	CDBManager::SaveUnchangableGuildInfo(Packet_UnChangable_GuildInfo_Save*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5753	function_reports/dbmw/_ZN10CDBManager24SaveUnchangableGuildInfoEP33Packet_UnChangable_GuildInfo_Save.md
DNF-DBM-DIFF-0046	dbm	DIFF	_ZN10CDBManager24UpdateRandomboxStatisticEP29Packet_Randombox_statistic_DB	CDBManager::UpdateRandomboxStatistic(Packet_Randombox_statistic_DB*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1924	function_reports/dbmw/_ZN10CDBManager24UpdateRandomboxStatisticEP29Packet_Randombox_statistic_DB.md
DNF-DBM-DIFF-0047	dbm	DIFF	_ZN10CDBManager24insertHolePunchingResultEP38Packet_GameServer2Statisctics2DBServer	CDBManager::insertHolePunchingResult(Packet_GameServer2Statisctics2DBServer*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1897	function_reports/dbmw/_ZN10CDBManager24insertHolePunchingResultEP38Packet_GameServer2Statisctics2DBServer.md
DNF-DBM-DIFF-0048	dbm	DIFF	_ZN10CDBManager24updateCompatibilityIndexEP31Packet_Stat_Compatibility_Index	CDBManager::updateCompatibilityIndex(Packet_Stat_Compatibility_Index*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6762	function_reports/dbmw/_ZN10CDBManager24updateCompatibilityIndexEP31Packet_Stat_Compatibility_Index.md
DNF-DBM-DIFF-0049	dbm	DIFF	_ZN10CDBManager25OnInsertGuildCargoHistoryEP36Packet_DB_Insert_Guild_Cargo_History	CDBManager::OnInsertGuildCargoHistory(Packet_DB_Insert_Guild_Cargo_History*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	719	function_reports/dbmw/_ZN10CDBManager25OnInsertGuildCargoHistoryEP36Packet_DB_Insert_Guild_Cargo_History.md
DNF-DBM-DIFF-0050	dbm	DIFF	_ZN10CDBManager25OnSavePacketOverflowWriteEP37Packet_DBMW_Packet_Overflow_Statistic	CDBManager::OnSavePacketOverflowWrite(Packet_DBMW_Packet_Overflow_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1647	function_reports/dbmw/_ZN10CDBManager25OnSavePacketOverflowWriteEP37Packet_DBMW_Packet_Overflow_Statistic.md
DNF-DBM-NEAR-0010	dbm	NEAR	_ZN10CDBManager25OnSavePowerWarPointRewardEP37Packet_DB_Save_Power_War_Point_Reward	CDBManager::OnSavePowerWarPointReward(Packet_DB_Save_Power_War_Point_Reward*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	994	function_reports/dbmw/_ZN10CDBManager25OnSavePowerWarPointRewardEP37Packet_DB_Save_Power_War_Point_Reward.md
DNF-DBM-DIFF-0051	dbm	DIFF	_ZN10CDBManager25QueryGuildAllMembersProxyEjP18STGuildMemberProxyRt	CDBManager::QueryGuildAllMembersProxy(unsigned int, STGuildMemberProxy*, unsigned short&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	2777	function_reports/dbmw/_ZN10CDBManager25QueryGuildAllMembersProxyEjP18STGuildMemberProxyRt.md
DNF-DBM-NEAR-0011	dbm	NEAR	_ZN10CDBManager25QueryOnTimeEventIdxUpdateEP34Packet_Req_Ontime_Event_Idx_Update	CDBManager::QueryOnTimeEventIdxUpdate(Packet_Req_Ontime_Event_Idx_Update*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6551	function_reports/dbmw/_ZN10CDBManager25QueryOnTimeEventIdxUpdateEP34Packet_Req_Ontime_Event_Idx_Update.md
DNF-DBM-DIFF-0052	dbm	DIFF	_ZN10CDBManager25QueryPartyStatisticCreateEP35Packet_DBMW_Dungeon_Statistic_Party	CDBManager::QueryPartyStatisticCreate(Packet_DBMW_Dungeon_Statistic_Party*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3239	function_reports/dbmw/_ZN10CDBManager25QueryPartyStatisticCreateEP35Packet_DBMW_Dungeon_Statistic_Party.md
DNF-DBM-DIFF-0053	dbm	DIFF	_ZN10CDBManager26OnSavePowerWarStatueRankerEP38Packet_DB_Save_Power_War_Statue_Ranker	CDBManager::OnSavePowerWarStatueRanker(Packet_DB_Save_Power_War_Statue_Ranker*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	955	function_reports/dbmw/_ZN10CDBManager26OnSavePowerWarStatueRankerEP38Packet_DB_Save_Power_War_Statue_Ranker.md
DNF-DBM-DIFF-0054	dbm	DIFF	_ZN10CDBManager26onItemLimitEditionLoadDataEPK39Packet_Item_Limit_Edition_Load_Data_ReqP39Packet_Item_Limit_Edition_Load_Data_Rpy	CDBManager::onItemLimitEditionLoadData(Packet_Item_Limit_Edition_Load_Data_Req const*, Packet_Item_Limit_Edition_Load_Data_Rpy*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4527	function_reports/dbmw/_ZN10CDBManager26onItemLimitEditionLoadDataEPK39Packet_Item_Limit_Edition_Load_Data_ReqP39Packet_Item_Limit_Edition_Load_Data_Rpy.md
DNF-DBM-DIFF-0055	dbm	DIFF	_ZN10CDBManager28OnSaveAssertManagerInfoWriteEP43Packet_DBMW_Assert_Manager_Info_Write_Query	CDBManager::OnSaveAssertManagerInfoWrite(Packet_DBMW_Assert_Manager_Info_Write_Query*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5644	function_reports/dbmw/_ZN10CDBManager28OnSaveAssertManagerInfoWriteEP43Packet_DBMW_Assert_Manager_Info_Write_Query.md
DNF-DBM-DIFF-0056	dbm	DIFF	_ZN10CDBManager28QueryPartyJobStatisticCreateEP39Packet_DBMW_Dungeon_Statistic_Party_Job	CDBManager::QueryPartyJobStatisticCreate(Packet_DBMW_Dungeon_Statistic_Party_Job*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3309	function_reports/dbmw/_ZN10CDBManager28QueryPartyJobStatisticCreateEP39Packet_DBMW_Dungeon_Statistic_Party_Job.md
DNF-DBM-DIFF-0057	dbm	DIFF	_ZN10CDBManager28QueryTowerOfDespairStatisticEP35Packet_TowerOfDespair_Statistic_STD	CDBManager::QueryTowerOfDespairStatistic(Packet_TowerOfDespair_Statistic_STD*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1718	function_reports/dbmw/_ZN10CDBManager28QueryTowerOfDespairStatisticEP35Packet_TowerOfDespair_Statistic_STD.md
DNF-DBM-DIFF-0058	dbm	DIFF	_ZN10CDBManager28onItemLimitEditionUpdateDataEPK32Packet_Item_Limit_Edition_Update	CDBManager::onItemLimitEditionUpdateData(Packet_Item_Limit_Edition_Update const*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	4587	function_reports/dbmw/_ZN10CDBManager28onItemLimitEditionUpdateDataEPK32Packet_Item_Limit_Edition_Update.md
DNF-DBM-DIFF-0059	dbm	DIFF	_ZN10CDBManager29QueryErrorLineStatisticCreateEP37Packet_DBMW_Save_Error_Line_Statistic	CDBManager::QueryErrorLineStatisticCreate(Packet_DBMW_Save_Error_Line_Statistic*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1687	function_reports/dbmw/_ZN10CDBManager29QueryErrorLineStatisticCreateEP37Packet_DBMW_Save_Error_Line_Statistic.md
DNF-DBM-DIFF-0060	dbm	DIFF	_ZN10CDBManager29UpdateDisjointAvatarStatisticEP35Packet_Avater_Disjoint_Statistic_DB	CDBManager::UpdateDisjointAvatarStatistic(Packet_Avater_Disjoint_Statistic_DB*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6185	function_reports/dbmw/_ZN10CDBManager29UpdateDisjointAvatarStatisticEP35Packet_Avater_Disjoint_Statistic_DB.md
DNF-DBM-DIFF-0061	dbm	DIFF	_ZN10CDBManager31QueryPartyCharacStatisticCreateEP42Packet_DBMW_Dungeon_Statistic_Party_Charac	CDBManager::QueryPartyCharacStatisticCreate(Packet_DBMW_Dungeon_Statistic_Party_Charac*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	3373	function_reports/dbmw/_ZN10CDBManager31QueryPartyCharacStatisticCreateEP42Packet_DBMW_Dungeon_Statistic_Party_Charac.md
DNF-DBM-DIFF-0062	dbm	DIFF	_ZN10CDBManager33QueryHellPartyStatisticItemCreateEP36Packet_DBMW_HellParty_Statistic_Item	CDBManager::QueryHellPartyStatisticItemCreate(Packet_DBMW_HellParty_Statistic_Item*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	1611	function_reports/dbmw/_ZN10CDBManager33QueryHellPartyStatisticItemCreateEP36Packet_DBMW_HellParty_Statistic_Item.md
DNF-DBM-DIFF-0063	dbm	DIFF	_ZN10CDBManager33updateNexonPinPcRoomPlayTimeEventEhjRjPcj	CDBManager::updateNexonPinPcRoomPlayTimeEvent(unsigned char, unsigned int, unsigned int&, char*, unsigned int)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5576	function_reports/dbmw/_ZN10CDBManager33updateNexonPinPcRoomPlayTimeEventEhjRjPcj.md
DNF-DBM-DIFF-0064	dbm	DIFF	_ZN10CDBManager35QueryDeathTowerValueStatisticCreateEP38Packet_DBMW_DeathTower_Statistic_Value	CDBManager::QueryDeathTowerValueStatisticCreate(Packet_DBMW_DeathTower_Statistic_Value*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6091	function_reports/dbmw/_ZN10CDBManager35QueryDeathTowerValueStatisticCreateEP38Packet_DBMW_DeathTower_Statistic_Value.md
DNF-DBM-DIFF-0065	dbm	DIFF	_ZN10CDBManager41QueryDeathTowerPlayDataJobStatisticCreateEP45Packet_DBMW_DeathTower_Statistic_Playdata_Job	CDBManager::QueryDeathTowerPlayDataJobStatisticCreate(Packet_DBMW_DeathTower_Statistic_Playdata_Job*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6003	function_reports/dbmw/_ZN10CDBManager41QueryDeathTowerPlayDataJobStatisticCreateEP45Packet_DBMW_DeathTower_Statistic_Playdata_Job.md
DNF-DBM-DIFF-0066	dbm	DIFF	_ZN10CDBManager43QueryDeathTowerPlayDataPartyStatisticCreateEP47Packet_DBMW_DeathTower_Statistic_Playdata_Party	CDBManager::QueryDeathTowerPlayDataPartyStatisticCreate(Packet_DBMW_DeathTower_Statistic_Playdata_Party*)	source/DNFServer/GameServer/DBMW/DBManager.cpp	6258	function_reports/dbmw/_ZN10CDBManager43QueryDeathTowerPlayDataPartyStatisticCreateEP47Packet_DBMW_DeathTower_Statistic_Playdata_Party.md
DNF-DBM-DIFF-0067	dbm	DIFF	_ZN10CDBManager8AddBuddyEjPcR13STBuddyDBInfoRi	CDBManager::AddBuddy(unsigned int, char*, STBuddyDBInfo&, int&)	source/DNFServer/GameServer/DBMW/DBManager.cpp	5855	function_reports/dbmw/_ZN10CDBManager8AddBuddyEjPcR13STBuddyDBInfoRi.md
DNF-DBM-DIFF-0068	dbm	DIFF	_ZN12CApplication15TranslateSignalEv	CApplication::TranslateSignal()	source/DNFServer/GameServer/DBMW/DNFApplication.cpp	411	function_reports/dbmw/_ZN12CApplication15TranslateSignalEv.md
DNF-DBM-DIFF-0069	dbm	DIFF	_ZN12CApplication4LoadEiPPc	CApplication::Load(int, char**)	source/DNFServer/GameServer/DBMW/DNFApplication.cpp	111	function_reports/dbmw/_ZN12CApplication4LoadEiPPc.md
DNF-DBM-NEAR-0012	dbm	NEAR	_ZN13CPacketTracer19EndPacketProcessLogEj	CPacketTracer::EndPacketProcessLog(unsigned int)	source/DNFServer/GameServer/DBMW/DNFPacketTracer.cpp	78	function_reports/dbmw/_ZN13CPacketTracer19EndPacketProcessLogEj.md
DNF-DBM-DIFF-0070	dbm	DIFF	_ZN13CPacketTracer21StartPacketProcessLogEj	CPacketTracer::StartPacketProcessLog(unsigned int)	source/DNFServer/GameServer/DBMW/DNFPacketTracer.cpp	64	function_reports/dbmw/_ZN13CPacketTracer21StartPacketProcessLogEj.md
DNF-DBM-DIFF-0071	dbm	DIFF	_ZN13CPacketTracer21WritePacketProcessLogEv	CPacketTracer::WritePacketProcessLog()	source/DNFServer/GameServer/DBMW/DNFPacketTracer.cpp	89	function_reports/dbmw/_ZN13CPacketTracer21WritePacketProcessLogEv.md
