status	name	orig_addr	orig_size	new_addr	new_size	md_file
MISSING	BIO_method_type	0x87eb850	0x9			
MISSING	BIO_new	0x87ec490	0x11f			
MISSING	BIO_new_CMS	0x88875a0	0x23			
MISSING	BIO_new_NDEF	0x888c020	0x192			
MISSING	BIO_new_file	0x87ec8c0	0x155			
MISSING	BIO_new_fp	0x87eca20	0x4d			
MISSING	BIO_new_mem_buf	0x8811b40	0x90			
MISSING	BIO_next	0x87eb8b0	0xf			
MISSING	BIO_number_read	0x87eb8c0	0xf			
MISSING	BIO_number_written	0x87eb8d0	0xf			
MISSING	BIO_pop	0x87ebb80	0x67			
MISSING	BIO_printf	0x8814420	0x27			
MISSING	BIO_ptr_ctrl	0x87ebca0	0x42			
MISSING	BIO_push	0x87ebbf0	0x4a			
MISSING	BIO_puts	0x87ebe60	0x137			
MISSING	BIO_read	0x87ec130	0x12d			
MISSING	BIO_s_file	0x87ec6c0	0x6			
MISSING	BIO_s_mem	0x8811890	0x6			
MISSING	BIO_s_null	0x8811ea0	0x6			
MISSING	BIO_set	0x87ec360	0xd6			
MISSING	BIO_set_callback	0x87eb810	0xc			
MISSING	BIO_set_callback_arg	0x87eb820	0xc			
MISSING	BIO_set_cipher	0x88199b0	0xc4			
MISSING	BIO_set_ex_data	0x87eb8f0	0x10			
MISSING	BIO_set_flags	0x87eb7f0	0xc			
MISSING	BIO_snprintf	0x8814450	0x61			
MISSING	BIO_test_flags	0x87eb7e0	0xc			
MISSING	BIO_vfree	0x87ec350	0x5			
MISSING	BIO_vprintf	0x8814300	0x11b			
MISSING	BIO_vsnprintf	0x88142b0	0x4d			
MISSING	BIO_write	0x87ebff0	0x139			
MISSING	BN_BLINDING_convert	0x8800da0	0xb0			
MISSING	BN_BLINDING_convert_ex	0x8800c50	0xe0			
MISSING	BN_BLINDING_create_param	0x8800920	0x1e5			
MISSING	BN_BLINDING_free	0x88007b0	0x59			
MISSING	BN_BLINDING_get_flags	0x8800720	0x8			
MISSING	BN_BLINDING_get_thread_id	0x88006f0	0x8			
MISSING	BN_BLINDING_invert	0x8800d30	0x6a			
MISSING	BN_BLINDING_invert_ex	0x8800740	0x6f			
MISSING	BN_BLINDING_new	0x8800810	0x102			
MISSING	BN_BLINDING_set_flags	0x8800730	0xc			
MISSING	BN_BLINDING_set_thread_id	0x8800700	0xc			
MISSING	BN_BLINDING_thread_id	0x8800710	0x8			
MISSING	BN_BLINDING_update	0x8800b10	0x140			
MISSING	BN_CTX_end	0x87fc810	0x75			
MISSING	BN_CTX_free	0x87fcc60	0x1bc			
MISSING	BN_CTX_get	0x87fc940	0x1ff			
MISSING	BN_CTX_init	0x87fce20	0x1a3			
MISSING	BN_CTX_new	0x87fc890	0xaa			
MISSING	BN_CTX_start	0x87fcb40	0x116			
MISSING	BN_GENCB_call	0x887f2a0	0x91			
MISSING	BN_GF2m_add	0x8852060	0x100			
MISSING	BN_GF2m_arr2poly	0x8851690	0x52			
MISSING	BN_GF2m_mod	0x8852740	0x11c			
MISSING	BN_GF2m_mod_arr	0x88516f0	0x2d6			
MISSING	BN_GF2m_mod_div	0x8852d80	0x90			
MISSING	BN_GF2m_mod_div_arr	0x8852e10	0x96			
MISSING	BN_GF2m_mod_exp	0x88522d0	0x178			
MISSING	BN_GF2m_mod_exp_arr	0x8851e40	0x16d			
MISSING	BN_GF2m_mod_inv	0x8852860	0x516			
MISSING	BN_GF2m_mod_inv_arr	0x8852eb0	0x8e			
MISSING	BN_GF2m_mod_mul	0x88525c0	0x178			
MISSING	BN_GF2m_mod_mul_arr	0x8851b90	0x2a8			
MISSING	BN_GF2m_mod_solve_quad	0x88536e0	0x170			
MISSING	BN_GF2m_mod_solve_quad_arr	0x8852f40	0x794			
MISSING	BN_GF2m_mod_sqr	0x8852450	0x170			
MISSING	BN_GF2m_mod_sqr_arr	0x88519d0	0x1b5			
MISSING	BN_GF2m_mod_sqrt	0x8852160	0x170			
MISSING	BN_GF2m_mod_sqrt_arr	0x8851fb0	0xa7			
MISSING	BN_GF2m_poly2arr	0x88515e0	0xad			
MISSING	BN_MONT_CTX_copy	0x88502b0	0x89			
