name	demangled	orig_type	orig_size	new_size	class	overlap	origin	in_orig
_ZNSt9basic_iosIwSt11char_traitsIwEE4fillEw	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::fill(wchar_t)	W	82	91	DIFF	0.8710	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE4initEPSt15basic_streambufIwS1_E	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::init(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	89	90	DIFF	0.9630	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE5clearESt12_Ios_Iostate	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::clear(std::_Ios_Iostate)	W	49	49	DIFF	0.9444	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE5imbueERKSt6locale	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::imbue(std::locale const&)	W	195	197	DIFF	0.9667	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE5rdbufEPSt15basic_streambufIwS1_E	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::rdbuf(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	43	45	DIFF	0.8750	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE7copyfmtERKS2_	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::copyfmt(std::basic_ios<wchar_t, std::char_traits<wchar_t> > const&)	W	511	511	DIFF	0.9669	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEE8setstateESt12_Ios_Iostate	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::setstate(std::_Ios_Iostate)	W	24	25	DIFF	0.8889	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEEC1EPSt15basic_streambufIwS1_E	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::basic_ios(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	122	124	DIFF	0.9310	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEEC1Ev	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::basic_ios()	W	85	87	DIFF	0.8947	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEEC2EPSt15basic_streambufIwS1_E	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::basic_ios(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	122	124	DIFF	0.9310	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEEC2Ev	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::basic_ios()	W	85	87	DIFF	0.8947	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEED0Ev	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::~basic_ios()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEED1Ev	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::~basic_ios()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9basic_iosIwSt11char_traitsIwEED2Ev	std::basic_ios<wchar_t, std::char_traits<wchar_t> >::~basic_ios()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9exceptionD0Ev	std::exception::~exception()	T	52	53	DIFF	0.9412	libstdcxx/system	1
_ZNSt9exceptionD1Ev	std::exception::~exception()	T	30	30	NEAR	1.0000	libstdcxx/system	1
_ZNSt9exceptionD2Ev	std::exception::~exception()	T	30	30	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEC1Ej	std::money_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::money_get(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEEC2Ej	std::money_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::money_get(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED0Ev	std::money_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~money_get()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED1Ev	std::money_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~money_get()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEED2Ev	std::money_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::~money_get()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEC1Ej	std::money_get<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::money_get(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEC2Ej	std::money_get<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::money_get(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED0Ev	std::money_get<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_get()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED1Ev	std::money_get<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_get()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEED2Ev	std::money_get<wchar_t, std::istreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_get()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEC1Ej	std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::money_put(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEEC2Ej	std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::money_put(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED0Ev	std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~money_put()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED1Ev	std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~money_put()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEED2Ev	std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~money_put()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEC1Ej	std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::money_put(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEEC2Ej	std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::money_put(unsigned int)	W	26	26	NEAR	1.0000	libstdcxx/system	1
_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED0Ev	std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_put()	W	37	39	DIFF	0.8462	libstdcxx/system	1
_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED1Ev	std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_put()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9money_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEED2Ev	std::money_put<wchar_t, std::ostreambuf_iterator<wchar_t, std::char_traits<wchar_t> > >::~money_put()	W	21	22	DIFF	0.8571	libstdcxx/system	1
_ZNSt9type_infoD0Ev	std::type_info::~type_info()	T	52	53	DIFF	0.9412	libstdcxx/system	1
_ZNSt9type_infoD1Ev	std::type_info::~type_info()	T	30	30	NEAR	1.0000	libstdcxx/system	1
_ZNSt9type_infoD2Ev	std::type_info::~type_info()	T	30	30	NEAR	1.0000	libstdcxx/system	1
_ZSt10unexpectedv	std::unexpected()	T	34	35	DIFF	0.9000	libstdcxx/system	1
_ZSt13__copy_move_aILb1EP16STPvPBuddyDBInfoS1_ET1_T0_S3_S2_	STPvPBuddyDBInfo* std::__copy_move_a<true, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*>(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*)	W	37	37	NEAR	1.0000	libstdcxx/system	1
_ZSt13__int_to_charIcmEiPT_T0_PKS0_St13_Ios_Fmtflagsb	int std::__int_to_char<char, unsigned long>(char*, unsigned long, char const*, std::_Ios_Fmtflags, bool)	W	152	148	DIFF	0.9180	libstdcxx/system	1
_ZSt13__int_to_charIcyEiPT_T0_PKS0_St13_Ios_Fmtflagsb	int std::__int_to_char<char, unsigned long long>(char*, unsigned long long, char const*, std::_Ios_Fmtflags, bool)	W	222	223	DIFF	0.9211	libstdcxx/system	1
_ZSt13__int_to_charIwmEiPT_T0_PKS0_St13_Ios_Fmtflagsb	int std::__int_to_char<wchar_t, unsigned long>(wchar_t*, unsigned long, wchar_t const*, std::_Ios_Fmtflags, bool)	W	153	150	DIFF	0.9048	libstdcxx/system	1
_ZSt13__int_to_charIwyEiPT_T0_PKS0_St13_Ios_Fmtflagsb	int std::__int_to_char<wchar_t, unsigned long long>(wchar_t*, unsigned long long, wchar_t const*, std::_Ios_Fmtflags, bool)	W	223	225	DIFF	0.9103	libstdcxx/system	1
_ZSt13move_backwardIP16STPvPBuddyDBInfoS1_ET0_T_S3_S2_	STPvPBuddyDBInfo* std::move_backward<STPvPBuddyDBInfo*, STPvPBuddyDBInfo*>(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*)	W	56	56	NEAR	1.0000	libstdcxx/system	1
_ZSt13move_backwardIPSsS0_ET0_T_S2_S1_	std::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::move_backward<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*)	W	56	56	NEAR	1.0000	libstdcxx/system	1
_ZSt13set_terminatePFvvE	std::set_terminate(void (*)())	T	31	31	DIFF	1.0000	libstdcxx/system	1
_ZSt14__add_groupingIcEPT_S1_S0_PKcjPKS0_S5_	char* std::__add_grouping<char>(char*, char, char const*, unsigned int, char const*, char const*)	W	383	383	DIFF	0.9104	libstdcxx/system	1
_ZSt14__add_groupingIwEPT_S1_S0_PKcjPKS0_S5_	wchar_t* std::__add_grouping<wchar_t>(wchar_t*, wchar_t, char const*, unsigned int, wchar_t const*, wchar_t const*)	W	396	420	DIFF	0.8849	libstdcxx/system	1
_ZSt14__convert_to_vIdEvPKcRT_RSt12_Ios_IostateRKP15__locale_struct	void std::__convert_to_v<double>(char const*, double&, std::_Ios_Iostate&, __locale_struct* const&)	T	161	161	DIFF	0.8871	libstdcxx/system	1
_ZSt14__convert_to_vIeEvPKcRT_RSt12_Ios_IostateRKP15__locale_struct	void std::__convert_to_v<long double>(char const*, long double&, std::_Ios_Iostate&, __locale_struct* const&)	T	185	177	DIFF	0.8923	libstdcxx/system	1
_ZSt14__convert_to_vIfEvPKcRT_RSt12_Ios_IostateRKP15__locale_struct	void std::__convert_to_v<float>(char const*, float&, std::_Ios_Iostate&, __locale_struct* const&)	T	163	163	DIFF	0.8852	libstdcxx/system	1
_ZSt14__copy_move_a2ILb1EN9__gnu_cxx17__normal_iteratorIP16STPvPBuddyDBInfoSt6vectorIS2_SaIS2_EEEES7_ET1_T0_S9_S8_	__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > > >(__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >)	W	95	95	NEAR	1.0000	libstdcxx/system	1
_ZSt14set_unexpectedPFvvE	std::set_unexpected(void (*)())	T	31	31	DIFF	1.0000	libstdcxx/system	1
_ZSt15set_new_handlerPFvvE	std::set_new_handler(void (*)())	T	31	31	DIFF	1.0000	libstdcxx/system	1
_ZSt15system_categoryv	std::system_category()	T	10	10	NEAR	1.0000	libstdcxx/system	1
_ZSt16__convert_from_vRKP15__locale_structPciPKcz	std::__convert_from_v(__locale_struct* const&, char*, int, char const*, ...)	W	81	82	DIFF	0.9643	libstdcxx/system	1
_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_i	std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, int)	W	914	914	DIFF	0.9721	libstdcxx/system	1
_ZSt16__ostream_insertIwSt11char_traitsIwEERSt13basic_ostreamIT_T0_ES6_PKS3_i	std::basic_ostream<wchar_t, std::char_traits<wchar_t> >& std::__ostream_insert<wchar_t, std::char_traits<wchar_t> >(std::basic_ostream<wchar_t, std::char_traits<wchar_t> >&, wchar_t const*, int)	W	860	860	DIFF	0.9812	libstdcxx/system	1
_ZSt16__throw_bad_castv	std::__throw_bad_cast()	T	48	49	DIFF	0.9000	libstdcxx/system	1
_ZSt16generic_categoryv	std::generic_category()	T	10	10	NEAR	1.0000	libstdcxx/system	1
_ZSt17__copy_streambufsIcSt11char_traitsIcEEiPSt15basic_streambufIT_T0_ES6_	int std::__copy_streambufs<char, std::char_traits<char> >(std::basic_streambuf<char, std::char_traits<char> >*, std::basic_streambuf<char, std::char_traits<char> >*)	W	33	34	DIFF	0.9167	libstdcxx/system	1
_ZSt17__copy_streambufsIwSt11char_traitsIwEEiPSt15basic_streambufIT_T0_ES6_	int std::__copy_streambufs<wchar_t, std::char_traits<wchar_t> >(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*, std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*)	W	33	34	DIFF	0.9167	libstdcxx/system	1
_ZSt17__throw_bad_allocv	std::__throw_bad_alloc()	T	48	49	DIFF	0.9000	libstdcxx/system	1
_ZSt17__verify_groupingPKcjRKSs	std::__verify_grouping(char const*, unsigned int, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)	T	145	145	DIFF	0.9153	libstdcxx/system	1
_ZSt18_Rb_tree_decrementPKSt18_Rb_tree_node_base	std::_Rb_tree_decrement(std::_Rb_tree_node_base const*)	T	78	78	NEAR	1.0000	libstdcxx/system	1
_ZSt18_Rb_tree_decrementPSt18_Rb_tree_node_base	std::_Rb_tree_decrement(std::_Rb_tree_node_base*)	T	76	76	DIFF	1.0000	libstdcxx/system	1
_ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base	std::_Rb_tree_increment(std::_Rb_tree_node_base const*)	T	61	60	DIFF	0.8966	libstdcxx/system	1
_ZSt18_Rb_tree_incrementPSt18_Rb_tree_node_base	std::_Rb_tree_increment(std::_Rb_tree_node_base*)	T	69	68	DIFF	0.9333	libstdcxx/system	1
_ZSt18__throw_bad_typeidv	std::__throw_bad_typeid()	T	48	49	DIFF	0.9000	libstdcxx/system	1
_ZSt18make_move_iteratorIP16STPvPBuddyDBInfoESt13move_iteratorIT_ERKS3_	std::move_iterator<STPvPBuddyDBInfo*> std::make_move_iterator<STPvPBuddyDBInfo*>(STPvPBuddyDBInfo* const&)	W	37	37	NEAR	1.0000	libstdcxx/system	1
_ZSt18make_move_iteratorIPSsESt13move_iteratorIT_ERKS2_	std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*> std::make_move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&)	W	37	37	NEAR	1.0000	libstdcxx/system	1
_ZSt18uncaught_exceptionv	std::uncaught_exception()	T	37	39	DIFF	0.8571	libstdcxx/system	1
_ZSt18uninitialized_copyIN9__gnu_cxx17__normal_iteratorIPK16STPvPBuddyDBInfoSt6vectorIS2_SaIS2_EEEEPS2_ET0_T_SB_SA_	STPvPBuddyDBInfo* std::uninitialized_copy<__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, STPvPBuddyDBInfo*>(__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, STPvPBuddyDBInfo*)	W	33	33	NEAR	1.0000	project	1
_ZSt18uninitialized_copyISt13move_iteratorIP16STPvPBuddyDBInfoES2_ET0_T_S5_S4_	STPvPBuddyDBInfo* std::uninitialized_copy<std::move_iterator<STPvPBuddyDBInfo*>, STPvPBuddyDBInfo*>(std::move_iterator<STPvPBuddyDBInfo*>, std::move_iterator<STPvPBuddyDBInfo*>, STPvPBuddyDBInfo*)	W	33	33	NEAR	1.0000	libstdcxx/system	1
_ZSt18uninitialized_copyISt13move_iteratorIPSsES1_ET0_T_S4_S3_	std::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_copy<std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*)	W	33	33	NEAR	1.0000	libstdcxx/system	1
_ZSt19__iterator_categoryIN9__gnu_cxx17__normal_iteratorIP16STPvPBuddyDBInfoSt6vectorIS2_SaIS2_EEEEENSt15iterator_traitsIT_E17iterator_categoryERKS9_	std::iterator_traits<__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > > >(__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > > const&)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZSt19__iterator_categoryISt17_Rb_tree_iteratorISt4pairIKj5CUserEEENSt15iterator_traitsIT_E17iterator_categoryERKS7_	std::iterator_traits<std::_Rb_tree_iterator<std::pair<unsigned int const, CUser> > >::iterator_category std::__iterator_category<std::_Rb_tree_iterator<std::pair<unsigned int const, CUser> > >(std::_Rb_tree_iterator<std::pair<unsigned int const, CUser> > const&)	W	10	10	IDENTICAL	1.0000	libstdcxx/system	1
_ZSt19__throw_ios_failurePKc	std::__throw_ios_failure(char const*)	T	161	162	DIFF	0.9783	libstdcxx/system	1
_ZSt19__throw_logic_errorPKc	std::__throw_logic_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt19__throw_range_errorPKc	std::__throw_range_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt20_Rb_tree_black_countPKSt18_Rb_tree_node_baseS1_	std::_Rb_tree_black_count(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*)	T	44	44	DIFF	1.0000	libstdcxx/system	1
_ZSt20_Rb_tree_rotate_leftPSt18_Rb_tree_node_baseRS0_	std::_Rb_tree_rotate_left(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*&)	T	77	77	DIFF	1.0000	libstdcxx/system	1
_ZSt20__throw_domain_errorPKc	std::__throw_domain_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt20__throw_length_errorPKc	std::__throw_length_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt20__throw_out_of_rangePKc	std::__throw_out_of_range(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt20__throw_system_errori	std::__throw_system_error(int)	T	205	206	DIFF	0.9825	libstdcxx/system	1
_ZSt21_Rb_tree_rotate_rightPSt18_Rb_tree_node_baseRS0_	std::_Rb_tree_rotate_right(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*&)	T	77	77	DIFF	1.0000	libstdcxx/system	1
_ZSt21__copy_streambufs_eofIcSt11char_traitsIcEEiPSt15basic_streambufIT_T0_ES6_Rb	int std::__copy_streambufs_eof<char, std::char_traits<char> >(std::basic_streambuf<char, std::char_traits<char> >*, std::basic_streambuf<char, std::char_traits<char> >*, bool&)	T	262	263	DIFF	0.9495	libstdcxx/system	1
_ZSt21__copy_streambufs_eofIwSt11char_traitsIwEEiPSt15basic_streambufIT_T0_ES6_Rb	int std::__copy_streambufs_eof<wchar_t, std::char_traits<wchar_t> >(std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*, std::basic_streambuf<wchar_t, std::char_traits<wchar_t> >*, bool&)	T	248	249	DIFF	0.9368	libstdcxx/system	1
_ZSt21__throw_bad_exceptionv	std::__throw_bad_exception()	T	48	49	DIFF	0.9000	libstdcxx/system	1
_ZSt21__throw_runtime_errorPKc	std::__throw_runtime_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt22__copy_move_backward_aILb1EP16STPvPBuddyDBInfoS1_ET1_T0_S3_S2_	STPvPBuddyDBInfo* std::__copy_move_backward_a<true, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*>(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*)	W	37	37	NEAR	1.0000	libstdcxx/system	1
_ZSt22__copy_move_backward_aILb1EPSsS0_ET1_T0_S2_S1_	std::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__copy_move_backward_a<true, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*)	W	37	37	NEAR	1.0000	libstdcxx/system	1
_ZSt22__throw_overflow_errorPKc	std::__throw_overflow_error(char const*)	T	202	203	DIFF	0.9828	libstdcxx/system	1
_ZSt22__uninitialized_copy_aIN9__gnu_cxx17__normal_iteratorIPK16STPvPBuddyDBInfoSt6vectorIS2_SaIS2_EEEEPS2_S2_ET0_T_SB_SA_RSaIT1_E	STPvPBuddyDBInfo* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, STPvPBuddyDBInfo*, STPvPBuddyDBInfo>(__gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, __gnu_cxx::__normal_iterator<STPvPBuddyDBInfo const*, std::vector<STPvPBuddyDBInfo, std::allocator<STPvPBuddyDBInfo> > >, STPvPBuddyDBInfo*, std::allocator<STPvPBuddyDBInfo>&)	W	33	33	NEAR	1.0000	project	1
_ZSt22__uninitialized_copy_aISt13move_iteratorIP16STPvPBuddyDBInfoES2_S1_ET0_T_S5_S4_RSaIT1_E	STPvPBuddyDBInfo* std::__uninitialized_copy_a<std::move_iterator<STPvPBuddyDBInfo*>, STPvPBuddyDBInfo*, STPvPBuddyDBInfo>(std::move_iterator<STPvPBuddyDBInfo*>, std::move_iterator<STPvPBuddyDBInfo*>, STPvPBuddyDBInfo*, std::allocator<STPvPBuddyDBInfo>&)	W	33	33	NEAR	1.0000	libstdcxx/system	1
_ZSt22__uninitialized_copy_aISt13move_iteratorIPSsES1_SsET0_T_S4_S3_RSaIT1_E	std::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy_a<std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)	W	33	33	NEAR	1.0000	libstdcxx/system	1
_ZSt22__uninitialized_move_aIP16STPvPBuddyDBInfoS1_SaIS0_EET0_T_S4_S3_RT1_	STPvPBuddyDBInfo* std::__uninitialized_move_a<STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, std::allocator<STPvPBuddyDBInfo> >(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, std::allocator<STPvPBuddyDBInfo>&)	W	82	82	NEAR	1.0000	libstdcxx/system	1
_ZSt22__uninitialized_move_aIPSsS0_SaISsEET0_T_S3_S2_RT1_	std::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_move_a<std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)	W	82	82	NEAR	1.0000	libstdcxx/system	1
_ZSt23__copy_move_backward_a2ILb1EP16STPvPBuddyDBInfoS1_ET1_T0_S3_S2_	STPvPBuddyDBInfo* std::__copy_move_backward_a2<true, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*>(STPvPBuddyDBInfo*, STPvPBuddyDBInfo*, STPvPBuddyDBInfo*)	W	68	68	NEAR	1.0000	libstdcxx/system	1
