service	name	status	diff_pm	same_mnemonic	call_diff_orig	call_diff_new	has_eh	src_ok	src_file	attempts	bucket	reason
dbmw	_ZN13np_server_xml10CServerXml9StrPunishEiPKcNS_12_eStringTypeE	NEAR	2	Y			N	N	source/DNFServer/GameServer/DBMW/ServerXml.cpp	3	NEEDS_REVERSE	source location missing from md
