status	name	orig_addr	orig_size	new_addr	new_size	md_file
DIFF	my_strnncoll_utf32	0x8112270	0x1c4	0x80e3aa0	0x1c3	
DIFF	my_strnncoll_utf32_bin	0x8111eb0	0x144	0x80e36e0	0x143	
DIFF	my_strnncoll_utf8mb3	0x8116160	0x32d	0x80c2eb0	0x194	
DIFF	my_strnncoll_utf8mb4	0x8114b50	0x1d4	0x80c3270	0x1e4	
DIFF	my_strnncoll_win1250ch	0x8147090	0x301	0x80ef840	0x2e9	
DIFF	my_strnncollsp_8bit_bin	0x8108f00	0xd1	0x80dbb60	0xd1	
NEAR	my_strnncollsp_any_uca	0x810cbc0	0x53	0x80de2d0	0x53	
DIFF	my_strnncollsp_big5	0x813d620	0x22b	0x80e7710	0x89	
DIFF	my_strnncollsp_binary	0x8109610	0x43	0x80dc140	0xd	
DIFF	my_strnncollsp_cp932	0x813db70	0x1db	0x80e87f0	0x97	
DIFF	my_strnncollsp_czech	0x813e4f0	0x508	0x80e9110	0x4a8	
NEAR	my_strnncollsp_gbk	0x81418a0	0xa2	0x80ec3b0	0xa2	
NEAR	my_strnncollsp_latin1_de	0x8109850	0x172	0x80be510	0x172	
DIFF	my_strnncollsp_mb_bin	0x8142720	0xd1	0x80dc790	0xd1	
DIFF	my_strnncollsp_simple	0x8109d30	0xed	0x80bea10	0xed	
DIFF	my_strnncollsp_sjis	0x8143fe0	0x1db	0x80eccd0	0x97	
DIFF	my_strnncollsp_tis620	0x8144ca0	0x42d	0x80ed5d0	0x15f	
DIFF	my_strnncollsp_ucs2	0x8110cb0	0x129	0x80e1fd0	0x129	
DIFF	my_strnncollsp_ucs2_bin	0x8110f40	0x109	0x80e2270	0x109	
NEAR	my_strnncollsp_ucs2_uca	0x810ccd0	0x53	0x80de3e0	0x53	
DIFF	my_strnncollsp_utf16	0x81134d0	0x3be	0x80e3f40	0x22e	
DIFF	my_strnncollsp_utf16_bin	0x8112fa0	0x2f9	0x80e3c70	0x182	
DIFF	my_strnncollsp_utf32	0x8112000	0x269	0x80e3830	0x261	
DIFF	my_strnncollsp_utf8mb3	0x8115de0	0x375	0x80c2cd0	0x1d4	
NEAR	my_strnncollsp_utf8mb4	0x8114930	0x21c	0x80c3050	0x21c	
DIFF	my_strnncollsp_win1250ch	0x81473a0	0x4c2	0x80efb30	0x48a	
NEAR	my_strntod_8bit	0x810c4c0	0x4f	0x80c0f90	0x4f	
DIFF	my_strntod_mb2_or_mb4	0x8111c90	0xf3	0x80e3530	0xf3	
DIFF	my_strntol_8bit	0x810a160	0x1fd	0x80bee50	0x1fd	
DIFF	my_strntoll_8bit	0x810a520	0x377	0x80bf210	0x367	
DIFF	my_strntoll_mb2_or_mb4	0x810e770	0x360	0x80df7c0	0x352	
DIFF	my_strntoul_8bit	0x810a360	0x1bc	0x80bf050	0x1bc	
DIFF	my_strntoul_mb2_or_mb4	0x810e570	0x1fd	0x80df5b0	0x202	
DIFF	my_strntoull10rnd_8bit	0x810b360	0x72a	0x80bff80	0x732	
NEAR	my_strntoull10rnd_mb2_or_mb4	0x8111b80	0x10f	0x80e3420	0x10f	
DIFF	my_strntoull_8bit	0x810a8a0	0x314	0x80bf580	0x314	
DIFF	my_strntoull_mb2_or_mb4	0x810ead0	0x32e	0x80dfb20	0x326	
NEAR	my_strnxfrm_8bit_bin	0x8109570	0x95	0x80dc1e0	0x95	
NEAR	my_strnxfrm_any_uca	0x810d040	0x58	0x80de600	0x58	
DIFF	my_strnxfrm_big5	0x813cd40	0x8df	0x80e7d00	0x915	
DIFF	my_strnxfrm_czech	0x813ebf0	0x27a	0x80e9700	0x27d	
DIFF	my_strnxfrm_gbk	0x8141fc0	0x248	0x80ec980	0x17d	
NEAR	my_strnxfrm_latin1_de	0x8109b70	0xf5	0x80be850	0xf5	
DIFF	my_strnxfrm_mb	0x8143860	0x365	0x80dd700	0x2b9	
DIFF	my_strnxfrm_simple	0x810be60	0xd7	0x80c0920	0xd5	
DIFF	my_strnxfrm_tis620	0x8144ab0	0x1ea	0x80ed500	0xcb	
DIFF	my_strnxfrm_uca	0x810cdf0	0x246	0x80de490	0x16f	
NEAR	my_strnxfrm_ucs2_uca	0x810d0a0	0x58	0x80de660	0x58	
DIFF	my_strnxfrm_unicode	0x8114d30	0x264	0x80c3460	0x1e4	
DIFF	my_strnxfrm_win1250ch	0x8147a20	0x281	0x80f00e0	0x271	
DIFF	my_strtod	0x8118370	0x20cd	0x80c7ec0	0x15f1	
DIFF	my_strtoll10	0x811dc20	0x4c5	0x80d36b0	0x4c5	
NEAR	my_strtoll10_8bit	0x810c1d0	0x31	0x80c0ca0	0x31	
DIFF	my_strtoll10_mb2	0x810f0c0	0x4ec	0x80e0110	0x4ec	
DIFF	my_strtoll10_utf32	0x8110080	0x596	0x80e13a0	0x596	
DIFF	my_strxfrm_desc_and_reverse	0x810bc40	0x12a	0x80c0790	0x9d	
DIFF	my_strxfrm_flag_normalize	0x810bab0	0x18e	0x80c06e0	0xaf	
DIFF	my_strxfrm_pad_desc_and_reverse	0x810bd70	0xe1	0x80c0830	0xe1	
NEAR	my_strxfrm_pad_desc_and_reverse_utf32	0x8111d90	0xa3	0x80e3630	0xa3	
NEAR	my_symlink	0x8107cf0	0xab	0x80d3c90	0xab	
DIFF	my_sync	0x8107e80	0xe8	0x80d3e20	0xd0	
DIFF	my_system_gmt_sec	0x80cfb90	0x33f	0x80d5870	0x2a7	
NEAR	my_thread_dbug_id	0x8108010	0x20	0x80d3f90	0x20	
NEAR	my_thread_destroy_mutex	0x8108030	0xa6	0x80d3fb0	0xa6	
NEAR	my_thread_end	0x81080e0	0xd8	0x80d4060	0xd8	
DIFF	my_thread_global_end	0x81083e0	0xa0	0x80d4360	0xa8	
NEAR	my_thread_global_init	0x8108480	0x1f2	0x80d4410	0x1f2	
NEAR	my_thread_init	0x81081c0	0xfa	0x80d4140	0xfa	
NEAR	my_thread_name	0x8107f80	0x16	0x80d3f00	0x16	
NEAR	my_thread_var_mutex_in_use	0x8107fa0	0x34	0x80d3f20	0x34	
DIFF	my_time	0x813c480	0x7b	0x80e5ce0	0x70	
NEAR	my_time_possible_from_micro	0x813c340	0x3a	0x80e5c00	0x3a	
NEAR	my_time_to_str	0x80cfa80	0x73	0x80d5740	0x73	
NEAR	my_uca_scanner_init_any	0x810c840	0x41	0x80ddbd0	0x41	
NEAR	my_uca_scanner_init_ucs2	0x810c630	0x7b	0x80dd9c0	0x7b	
NEAR	my_uca_scanner_next_any	0x810c890	0x202	0x80ddc20	0x202	
DIFF	my_uca_scanner_next_ucs2	0x810c6b0	0x188	0x80dda40	0x188	
DIFF	my_uni_utf16	0x810f730	0xa3	0x80e0780	0xa3	
DIFF	my_vsnprintf	0x811e0f0	0x637	0x80d62f0	0x630	
NEAR	my_wait_for_other_threads_to_die	0x81082c0	0x11f	0x80d4240	0x11f	
DIFF	my_wc_mb_big5	0x813ca60	0x19f	0x80e7a20	0x19f	
NEAR	my_wc_mb_cp932	0x813d8d0	0x199	0x80e8b40	0x199	
DIFF	my_wc_mb_euc_jp	0x8146450	0xc3f	0x80eec00	0xc3f	
