status	name	orig_addr	orig_size	new_addr	new_size
DIFF	_ZN17CPacketTranslater27OnVillageMonsterFightResultEP12PacketHeader	0x808c7a8	0x163	0x8077eda	0x158
DIFF	_ZN17CPacketTranslater27onSocialEventRewardItemInfoEP12PacketHeader	0x808ffb6	0x40f	0x807b5c4	0x428
NEAR	_ZN17CPacketTranslater28onLoadBlackIPMonitorDeleteIPEP12PacketHeader	0x80896e2	0x142	0x8074e58	0x142
NEAR	_ZN17CPacketTranslater28onLoadBlackIPMonitorPartLoadEP12PacketHeader	0x80895a0	0x142	0x8074d16	0x142
NEAR	_ZN17CPacketTranslater28onWebReqReloadAutoPunishRuleEP12PacketHeader	0x8088b38	0x10c	0x8074276	0x10c
NEAR	_ZN17CPacketTranslater29OnRequestReloadPowerWarRankerEP12PacketHeader	0x808a2c8	0x148	0x8075a20	0x148
DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataReqEP12PacketHeader	0x808a79e	0x3ad	0x8075ef6	0x3b5
DIFF	_ZN17CPacketTranslater29onItemLimitEditionLoadDataRpyEP12PacketHeader	0x808ab4c	0x566	0x80762ac	0x548
DIFF	_ZN17CPacketTranslater29onSocialEventRewardItemUpdateEP12PacketHeader	0x8090738	0x2ac	0x807bd62	0x2ce
DIFF	_ZN17CPacketTranslater30OnDBMWResponseBlackListOnLoginEP12PacketHeader	0x80866d4	0x26d	0x80721da	0x26a
NEAR	_ZN17CPacketTranslater30OnGameMonitorGMVillageAttackedEP12PacketHeader	0x808e168	0x1fc	0x8079892	0x1fc
DIFF	_ZN17CPacketTranslater30OnNoticeMemberChatMsgHyperLinkEP12PacketHeader	0x808ec94	0x3aa	0x807a398	0x3af
NEAR	_ZN17CPacketTranslater30onReloadSecurityRestrictPolicyEP12PacketHeader	0x80923de	0x13a	0x807d968	0x13a
DIFF	_ZN17CPacketTranslater30onRequestCharacTowerUpdateRankEP12PacketHeader	0x8088880	0x178	0x8073fbe	0x178
DIFF	_ZN17CPacketTranslater30onSocialEventRewardItemInfoAllEP12PacketHeader	0x80903c6	0x371	0x807b9ec	0x376
NEAR	_ZN17CPacketTranslater30onSocialEventRewardItemRequestEP12PacketHeader	0x808fb04	0x1df	0x807b116	0x1df
DIFF	_ZN17CPacketTranslater31onRequestCharacInfoByCharacNameEP12PacketHeader	0x80909e4	0x259	0x807c030	0x24c
DIFF	_ZN17CPacketTranslater31onSocialEventRewardItemResponseEP12PacketHeader	0x808fce4	0x2d2	0x807b2f6	0x2ce
DIFF	_ZN17CPacketTranslater32onItemLimitEditionBuyableRequestEP12PacketHeader	0x808b49a	0x2b9	0x8076bfe	0x2c5
