service	name	status	diff_pm	same_mnemonic	call_diff_orig	call_diff_new	has_eh	src_ok	src_file	attempts	bucket	reason
monitor	_ZN13CAppStartInit11Init_DaemonEiPPc	DIFF	77	N			Y	Y	source/DNFServer/GameServer/Monitor/DNFAppStartInit.cpp	0	EH_OR_CLEANUP	exception/cleanup pattern present
monitor	_ZN13CAppStartInit4InitEP12CApplicationiPPc	DIFF	80	N			Y	Y	source/DNFServer/GameServer/Monitor/DNFAppStartInit.cpp	0	EH_OR_CLEANUP	exception/cleanup pattern present
