service	name	status	diff_pm	same_mnemonic	call_diff_orig	call_diff_new	has_eh	src_ok	src_file	attempts	bucket	reason
monitor	_ZN12momiji_event13EndEffectTask10_DoExecuteEv	DIFF	11	N			Y	Y	source/DNFServer/GameServer/Monitor/Arad_MomijiEvent.cpp	0	EH_OR_CLEANUP	exception/cleanup pattern present
