service	name	status	diff_pm	same_mnemonic	call_diff_orig	call_diff_new	has_eh	src_ok	src_file	attempts	bucket	reason
monitor	_ZN14CPacketCounterILi1000ELi10240EE12AfterProcessEi	DIFF	54	N			N	Y	source/DNFServer/GameServer/Monitor/PacketCounter.h	0	CONST_OR_OFFSET	immediate/field/stack offset present
monitor	_ZN14CPacketCounterILi1000ELi10240EE20IncrementPacketCountEi	DIFF	15	N			N	Y	source/DNFServer/GameServer/Monitor/PacketCounter.h	0	CONST_OR_OFFSET	immediate/field/stack offset present
