status	name	orig_addr	orig_size	new_addr	new_size	md_file
MISSING	my_strnncollsp_utf16	0x810f9d0	0x3be			
MISSING	my_strnncollsp_utf16_bin	0x810f4a0	0x2f9			
MISSING	my_strnncollsp_utf32	0x810e500	0x269			
MISSING	my_strnncollsp_utf32_bin	0x810cc10	0x117			
MISSING	my_strnncollsp_utf8mb3	0x81122e0	0x375			
MISSING	my_strnncollsp_utf8mb4	0x8110e30	0x21c			
MISSING	my_strnncollsp_win1250ch	0x813e210	0x4c2			
MISSING	my_strntod_8bit	0x81089c0	0x4f			
MISSING	my_strntod_mb2_or_mb4	0x810e190	0xf3			
MISSING	my_strntol_8bit	0x8106660	0x1fd			
MISSING	my_strntol_mb2_or_mb4	0x810a830	0x23d			
MISSING	my_strntoll_8bit	0x8106a20	0x377			
MISSING	my_strntoll_mb2_or_mb4	0x810ac70	0x360			
MISSING	my_strntoul_8bit	0x8106860	0x1bc			
MISSING	my_strntoul_mb2_or_mb4	0x810aa70	0x1fd			
MISSING	my_strntoull10rnd_8bit	0x8107860	0x72a			
MISSING	my_strntoull10rnd_mb2_or_mb4	0x810e080	0x10f			
MISSING	my_strntoull_8bit	0x8106da0	0x314			
MISSING	my_strntoull_mb2_or_mb4	0x810afd0	0x32e			
MISSING	my_strnxfrm_8bit_bin	0x8105a70	0x95			
MISSING	my_strnxfrm_any_uca	0x8109540	0x58			
MISSING	my_strnxfrm_big5	0x8133bb0	0x8df			
MISSING	my_strnxfrm_czech	0x8135a60	0x27a			
MISSING	my_strnxfrm_gbk	0x8138e30	0x248			
MISSING	my_strnxfrm_latin1_de	0x8106070	0xf5			
MISSING	my_strnxfrm_mb	0x813a6d0	0x365			
MISSING	my_strnxfrm_simple	0x8108360	0xd7			
MISSING	my_strnxfrm_tis620	0x813b920	0x1ea			
MISSING	my_strnxfrm_uca	0x81092f0	0x246			
MISSING	my_strnxfrm_ucs2_uca	0x81095a0	0x58			
MISSING	my_strnxfrm_unicode	0x8111230	0x264			
MISSING	my_strnxfrm_win1250ch	0x813e890	0x281			
MISSING	my_strnxfrmlen_czech	0x8135870	0xf			
MISSING	my_strnxfrmlen_simple	0x8106170	0x19			
MISSING	my_strnxfrmlen_utf32	0x810c550	0xa			
MISSING	my_strnxfrmlen_utf8mb3	0x8110ae0	0x17			
MISSING	my_strnxfrmlen_utf8mb4	0x8110690	0xf			
MISSING	my_strtod	0x8114870	0x20cd			
MISSING	my_strtoll10	0x811a120	0x4c5			
MISSING	my_strtoll10_8bit	0x81086d0	0x31			
MISSING	my_strtoll10_mb2	0x810b5c0	0x4ec			
MISSING	my_strtoll10_utf32	0x810c580	0x596			
MISSING	my_strxfrm_desc_and_reverse	0x8108140	0x12a			
MISSING	my_strxfrm_flag_normalize	0x8107fb0	0x18e			
MISSING	my_strxfrm_pad_desc_and_reverse	0x8108270	0xe1			
MISSING	my_strxfrm_pad_desc_and_reverse_utf32	0x810e290	0xa3			
MISSING	my_symlink	0x81041f0	0xab			
MISSING	my_sync	0x8104380	0xe8			
MISSING	my_sync_dir	0x8104360	0x7			
MISSING	my_sync_dir_by_file	0x8104370	0x7			
MISSING	my_system_gmt_sec	0x80cc090	0x33f			
MISSING	my_thread_dbug_id	0x8104510	0x20			
MISSING	my_thread_destroy_mutex	0x8104530	0xa6			
MISSING	my_thread_end	0x81045e0	0xd8			
MISSING	my_thread_global_end	0x81048e0	0xa0			
MISSING	my_thread_global_init	0x8104980	0x1f2			
MISSING	my_thread_init	0x81046c0	0xfa			
MISSING	my_thread_name	0x8104480	0x16			
MISSING	my_thread_var_mutex_in_use	0x81044a0	0x34			
MISSING	my_threadattr_global_init	0x8104470	0x5			
MISSING	my_time	0x81332f0	0x7b			
MISSING	my_time_possible_from_micro	0x81331b0	0x3a			
MISSING	my_time_to_str	0x80cbf80	0x73			
MISSING	my_uca_scanner_init_any	0x8108d40	0x41			
MISSING	my_uca_scanner_init_ucs2	0x8108b30	0x7b			
MISSING	my_uca_scanner_next_any	0x8108d90	0x202			
MISSING	my_uca_scanner_next_ucs2	0x8108bb0	0x188			
MISSING	my_ucs2_uni	0x810cdd0	0x2c			
MISSING	my_uni_ucs2	0x810ce00	0x29			
MISSING	my_uni_utf16	0x810bc30	0xa3			
MISSING	my_uni_utf32	0x810c1b0	0x39			
MISSING	my_utf16_uni	0x810bb80	0xad			
MISSING	my_utf32_uni	0x810c170	0x3e			
MISSING	my_vsnprintf	0x811a5f0	0x637			
MISSING	my_wait_for_other_threads_to_die	0x81047c0	0x11f			
MISSING	my_wc_mb_8bit	0x81064b0	0x68			
MISSING	my_wc_mb_big5	0x81338d0	0x19f			
MISSING	my_wc_mb_bin	0x8105530	0x23			
MISSING	my_wc_mb_cp932	0x8134740	0x199			
MISSING	my_wc_mb_euc_jp	0x813d2c0	0xc3f			
MISSING	my_wc_mb_euc_kr	0x8137e90	0x1b7			
MISSING	my_wc_mb_filename	0x8110ca0	0x182			
MISSING	my_wc_mb_gb2312	0x8138200	0x1a3			
MISSING	my_wc_mb_gbk	0x8138b70	0x183			
MISSING	my_wc_mb_latin1	0x8105bb0	0x71			
MISSING	my_wc_mb_sjis	0x813aac0	0x177			
MISSING	my_wc_mb_tis620	0x813b530	0x6e			
MISSING	my_wc_mb_utf8mb3	0x8110810	0xda			
MISSING	my_wc_mb_utf8mb4	0x8110380	0x11f			
MISSING	my_well_formed_len_8bit	0x8107610	0x1c			
MISSING	my_well_formed_len_big5	0x8133b20	0x83			
MISSING	my_well_formed_len_cp932	0x8134940	0x9d			
MISSING	my_well_formed_len_eucjpms	0x8135dd0	0xa1			
