service	name	status	diff_pm	same_mnemonic	call_diff_orig	call_diff_new	has_eh	src_ok	src_file	attempts	bucket	reason
guild	_ZN14CPacketDecoder10TcpProcessEv	DIFF	188	N			Y	Y	source/DNFServer/GameServer/Guild/DNFPacketDecoder.cpp	0	EH_OR_CLEANUP	exception/cleanup pattern present
guild	_ZN14CPacketDecoder10UdpProcessEv	DIFF	188	N			Y	Y	source/DNFServer/GameServer/Guild/DNFPacketDecoder.cpp	0	EH_OR_CLEANUP	exception/cleanup pattern present
guild	_ZN14CPacketDecoder9MsgDecodeEP12PacketHeader	DIFF	27	N			N	Y	source/DNFServer/GameServer/Guild/DNFPacketDecoder.cpp	4	CONST_OR_OFFSET	immediate/field/stack offset present
guild	_ZN14CPacketDecoderC1Ev	DIFF	6	N			N	Y	source/DNFServer/GameServer/Guild/DNFPacketDecoder.cpp	4	CONST_OR_OFFSET	immediate/field/stack offset present
guild	_ZN14CPacketDecoderC2Ev	DIFF	6	N			N	Y	source/DNFServer/GameServer/Guild/DNFPacketDecoder.cpp	4	CONST_OR_OFFSET	immediate/field/stack offset present
