demangled	mangled	status	orig_size	tu
CDBManager::OnManagerEventTriggerAck(Packet_Manager_Event_Trigger_Ack*)	_ZN10CDBManager24OnManagerEventTriggerAckEP32Packet_Manager_Event_Trigger_Ack	DIFF	323	DBManager.cpp.o
CDBManager::OnSaveLoadingTimeReport(Packet_DBMW_Loading_Time_Report*)	_ZN10CDBManager23OnSaveLoadingTimeReportEP31Packet_DBMW_Loading_Time_Report	DIFF	308	DBManager.cpp.o
CDBManager::GetVillageAttackedRank(Packet_DB_VillageAttackedRank*, bool&, int&, int&)	_ZN10CDBManager22GetVillageAttackedRankEP29Packet_DB_VillageAttackedRankRbRiS3_	DIFF	304	DBManager.cpp.o
CDBManager::GetMinTimeServerGroup(int)	_ZN10CDBManager21GetMinTimeServerGroupEi	DIFF	303	DBManager.cpp.o
CDBManager::updateServerGameEvent(Packet_StopGameEventFromServer*)	_ZN10CDBManager21updateServerGameEventEP30Packet_StopGameEventFromServer	DIFF	303	DBManager.cpp.o
CDBManager::GetMaxHuntingPointServerGroup(int)	_ZN10CDBManager29GetMaxHuntingPointServerGroupEi	DIFF	303	DBManager.cpp.o
CDBManager::OnStatisticLoginLogout(Packet_DBMW_Statistic_Login_Logout*)	_ZN10CDBManager22OnStatisticLoginLogoutEP34Packet_DBMW_Statistic_Login_Logout	DIFF	302	DBManager.cpp.o
CDBManager::ChangeGuildMemberGrade(unsigned char, unsigned int, unsigned char, char*)	_ZN10CDBManager22ChangeGuildMemberGradeEhjhPc	NEAR	300	DBManager.cpp.o
CDBManager::insertHolePunchingResult(Packet_GameServer2Statisctics2DBServer*)	_ZN10CDBManager24insertHolePunchingResultEP38Packet_GameServer2Statisctics2DBServer	DIFF	298	DBManager.cpp.o
CDBManager::SaveMemberDelete(unsigned int, unsigned int, unsigned char)	_ZN10CDBManager16SaveMemberDeleteEjjh	DIFF	295	DBManager.cpp.o
CDBManager::OnSaveFatigueBattery(Packet_DBMW_Fatigue_Battery_Money_Statistic*)	_ZN10CDBManager20OnSaveFatigueBatteryEP43Packet_DBMW_Fatigue_Battery_Money_Statistic	DIFF	295	DBManager.cpp.o
CDBManager::updateLimitNpcBuyItemInfo(LimitNpcBuyItemUpdate*)	_ZN10CDBManager25updateLimitNpcBuyItemInfoEP21LimitNpcBuyItemUpdate	DIFF	295	DBManager.cpp.o
CDBManager::QueryGuildNotiMessage(unsigned char, unsigned int, Packet_DB_Reply_Query_Guild&)	_ZN10CDBManager21QueryGuildNotiMessageEhjR27Packet_DB_Reply_Query_Guild	DIFF	293	DBManager.cpp.o
CDBManager::QueryInsertUpdate(PacketInsertUpdate*)	_ZN10CDBManager17QueryInsertUpdateEP18PacketInsertUpdate	DIFF	288	DBManager.cpp.o
CDBManager::updateCollectItemsGm(unsigned char, int, int, unsigned int)	_ZN10CDBManager20updateCollectItemsGmEhiij	DIFF	283	DBManager.cpp.o
CDBManager::InsertUdpCharacteristic(Packet_Udp_Characteristic*)	_ZN10CDBManager23InsertUdpCharacteristicEP25Packet_Udp_Characteristic	DIFF	276	DBManager.cpp.o
CDBManager::OnSavePowerWarPointReward(Packet_DB_Save_Power_War_Point_Reward*)	_ZN10CDBManager25OnSavePowerWarPointRewardEP37Packet_DB_Save_Power_War_Point_Reward	DIFF	257	DBManager.cpp.o
CDBManager::UpdateCreateEmblemStatistic(Packet_Emblem_Create_Statistic_DB*)	_ZN10CDBManager27UpdateCreateEmblemStatisticEP33Packet_Emblem_Create_Statistic_DB	DIFF	239	DBManager.cpp.o
CDBManager::ChangePvPBuddyName(Packet_DBMW_Change_Char_Name*)	_ZN10CDBManager18ChangePvPBuddyNameEP28Packet_DBMW_Change_Char_Name	DIFF	227	DBManager.cpp.o
CDBManager::OnUpdateGuildCargo(Packet_DB_Update_Guild_Cargo*)	_ZN10CDBManager18OnUpdateGuildCargoEP28Packet_DB_Update_Guild_Cargo	DIFF	222	DBManager.cpp.o
CDBManager::ChangeCharName(Packet_DBMW_Change_Char_Name*)	_ZN10CDBManager14ChangeCharNameEP28Packet_DBMW_Change_Char_Name	DIFF	218	DBManager.cpp.o
CDBManager::OnUpgradeGuildCargo(Packet_DB_Guild_Cargo_Upgrade*)	_ZN10CDBManager19OnUpgradeGuildCargoEP29Packet_DB_Guild_Cargo_Upgrade	NEAR	216	DBManager.cpp.o
CDBManager::OnUpgradeGuildAgit(Packet_DB_Upgrade_Guild_Agit*, Packet_DB_Upgrade_Guild_Agit_Reply&)	_ZN10CDBManager18OnUpgradeGuildAgitEP28Packet_DB_Upgrade_Guild_AgitR34Packet_DB_Upgrade_Guild_Agit_Reply	DIFF	187	DBManager.cpp.o
CDBManager::RegisterQueryIdTable(int, char const*)	_ZN10CDBManager20RegisterQueryIdTableEiPKc	DIFF	178	DBManager.cpp.o
CDBManager::FindCharIdInArray(unsigned int*, unsigned int, unsigned char)	_ZN10CDBManager17FindCharIdInArrayEPjjh	NEAR	83	DBManager.cpp.o
CDBManager::FindCharProxyInArray(ST_MemberProxy*, unsigned int, unsigned char)	_ZN10CDBManager20FindCharProxyInArrayEP14ST_MemberProxyjh	NEAR	83	DBManager.cpp.o
