status	name	orig_addr	orig_size	new_addr	new_size	md_file
DIFF	_ZN6CGuild24LoadGuildAllMembersProxyEP18STGuildMemberProxyhh	0x809078a	0xc7	0x805620c	0xd0	_ZN6CGuild24LoadGuildAllMembersProxyEP18STGuildMemberProxyhh.md
DIFF	_ZN6CGuild24NoticeEnterToGuildMemberEPc	0x808ea5a	0x120	0x805497a	0x124	_ZN6CGuild24NoticeEnterToGuildMemberEPc.md
DIFF	_ZN6CGuild25ChangeGuildMemberCharNameEjPc	0x80917fc	0x170	0x8057200	0x17b	_ZN6CGuild25ChangeGuildMemberCharNameEjPc.md
DIFF	_ZN6CGuild25NoticeSecedeToGuildMemberEPc	0x808eb7a	0x104	0x8054a9e	0x108	_ZN6CGuild25NoticeSecedeToGuildMemberEPc.md
DIFF	_ZN6CGuild25NotifyAllTodayGuildMemberEv	0x80924e6	0x132	0x8057ef8	0x14b	_ZN6CGuild25NotifyAllTodayGuildMemberEv.md
DIFF	_ZN6CGuild26NoticeGuildMemberLogin_OutEP5CUserc	0x808f23e	0x193	0x8055160	0x19f	_ZN6CGuild26NoticeGuildMemberLogin_OutEP5CUserc.md
DIFF	_ZN6CGuild26NotifyAllAchieveAttendanceEjj	0x8092702	0xcc	0x805814c	0xc4	_ZN6CGuild26NotifyAllAchieveAttendanceEjj.md
DIFF	_ZN6CGuild26NotifyMessageToGuildMemberEv	0x80913a4	0x158	0x8056de2	0x155	_ZN6CGuild26NotifyMessageToGuildMemberEv.md
DIFF	_ZN6CGuild26SendGuildAgitInfoToMembersEv	0x8091d62	0xe4	0x8057778	0xdc	_ZN6CGuild26SendGuildAgitInfoToMembersEv.md
DIFF	_ZN6CGuild26UpdateChangableInfoProcessEv	0x809167a	0x106	0x80570bc	0x104	_ZN6CGuild26UpdateChangableInfoProcessEv.md
DIFF	_ZN6CGuild27DismissGuildMemberAndNoticeEi	0x808f0fa	0x143	0x8055022	0x13e	_ZN6CGuild27DismissGuildMemberAndNoticeEi.md
DIFF	_ZN6CGuild27NoticeChatMsgToGuildMembersEjPciPKc	0x808edc6	0x165	0x8054cf6	0x161	_ZN6CGuild27NoticeChatMsgToGuildMembersEjPciPKc.md
DIFF	_ZN6CGuild28SendGuildNameChangeToMembersEv	0x808df68	0xe2	0x8053eac	0xda	_ZN6CGuild28SendGuildNameChangeToMembersEv.md
DIFF	_ZN6CGuild29NoticeMarkChangeToGuildMemberEj	0x808ec7e	0x148	0x8054ba6	0x14f	_ZN6CGuild29NoticeMarkChangeToGuildMemberEj.md
NEAR	_ZN6CGuild29getUnconnectedGuildMemberNameEj	0x809106c	0x84	0x8056aaa	0x84	_ZN6CGuild29getUnconnectedGuildMemberNameEj.md
NEAR	_ZN6CGuild33ChangeUnconnectedGuildMemberGradeEji	0x8090fe0	0x8c	0x8056a1e	0x8b	_ZN6CGuild33ChangeUnconnectedGuildMemberGradeEji.md
DIFF	_ZN6CGuild34NoticeGuildMasterDelegateToMembersEPc	0x808dcb0	0x131	0x8053c24	0x129	_ZN6CGuild34NoticeGuildMasterDelegateToMembersEPc.md
DIFF	_ZN6CGuild34NotifyCreateGuildAgitToGuildMemberEj	0x8091e46	0xea	0x8057854	0xee	_ZN6CGuild34NotifyCreateGuildAgitToGuildMemberEj.md
DIFF	_ZN6CGuild34NotifyDeleteGuildAgitToGuildMemberEj	0x8091f30	0xee	0x8057942	0xee	_ZN6CGuild34NotifyDeleteGuildAgitToGuildMemberEj.md
DIFF	_ZN6CGuild36NoticeChatMsgToGuildMembersHyperLinkEjPcihPK19hyperlink_item_infoPKc	0x808ef2c	0x1cd	0x8054e58	0x1ca	_ZN6CGuild36NoticeChatMsgToGuildMembersHyperLinkEjPcihPK19hyperlink_item_infoPKc.md
DIFF	_ZN6CGuild9LoadGuildER17STGuildDBInfoOnlyPc	0x808d268	0x172	0x80531f4	0x174	_ZN6CGuild9LoadGuildER17STGuildDBInfoOnlyPc.md
NEAR	_ZN8WongWork11CGMAccounts4isGMEj	0x80a2bd2	0xa7	0x808fe98	0xa7	_ZN8WongWork11CGMAccounts4isGMEj.md
DIFF	_ZN9CGuildWar12SameRankWorkEv	0x809ad34	0x21b	0x8061414	0x22d	_ZN9CGuildWar12SameRankWorkEv.md
DIFF	_ZN9CGuildWar13DBSaveProcessEP12CApplication	0x809b142	0x9d	0x8061834	0xa2	_ZN9CGuildWar13DBSaveProcessEP12CApplication.md
DIFF	_ZN9CGuildWar15GetGuildWarInfoEP22ST_Guild_War_Rank_Info	0x809a95c	0x120	0x8061030	0x12c	_ZN9CGuildWar15GetGuildWarInfoEP22ST_Guild_War_Rank_Info.md
DIFF	_ZNK11CUdpHandler12SendToServerEPcitPKc	0x8050a46	0x27b	0x808989a	0x27b	_ZNK11CUdpHandler12SendToServerEPcitPKc.md
DIFF	_ZNK6CGuild28PopGuildMemberChanglableInfoEjR26STGuildMemberChangableInfo	0x80915e4	0x95	0x8057020	0x9b	_ZNK6CGuild28PopGuildMemberChanglableInfoEjR26STGuildMemberChangableInfo.md
